ID,NG,EG,H,g,X,Y,Hnorm,Z,TCR
5228.0,385551.19249,330082.58683,149.8917118366735,981108.5931565412,385800.0,330500.0,150.067,1.975,3.2603979566630554e-09
5235.0,384070.974511,330072.184517,153.33713752789396,981109.63929529,383800.0,330500.0,153.202,1.983,3.252237520400518e-09
5247.0,384597.997569,348497.705599,134.41424143878143,981134.4630698226,384550.0,348500.0,132.579,1.946,1.00398453455012e-08
5248.0,382902.021183,346355.57246,125.06695977742535,981131.907681054,382800.0,346000.0,125.277,1.957,9.979853487510723e-09
5249.0,384094.903365,349710.660791,133.2455995953078,981136.0820029664,383800.0,350000.0,134.319,1.945,1.0050485828609423e-08
5250.0,381915.48866,351522.85824,126.04487560924828,981138.8187229466,381900.0,351700.0,126.895,1.947,1.3396301404922254e-08
5251.0,380844.706193,348420.741475,123.32463135746366,981134.7978108966,380900.0,348300.0,125.389,1.958,1.3310392965117034e-08
5252.0,377787.308917,350386.032455,123.0,981138.6367548546,377800.0,350000.0,122.173,1.964,9.965699212670594e-09
5253.0,377082.933879,353175.446075,122.0,981141.9614178686,376800.0,353000.0,126.711,1.959,9.996317423736303e-09
5254.0,381957.318575,345682.257512,126.0,981131.1878501794,381800.0,346000.0,124.918,1.96,9.96027474587076e-09
5255.0,379563.317864,342440.185039,129.0,981127.0102473742,379550.0,342500.0,129.682,1.976,9.876546293943488e-09
5256.0,377907.896882,344582.813351,129.0,981130.9239017854,377900.0,344700.0,127.849,1.977,1.3179715449596027e-08
5257.0,379146.874773,345535.137384,123.50283296448472,981131.7466638092,379300.0,345500.0,125.728,1.97,1.3223277792275115e-08
5258.0,376906.615883,345449.2581200001,126.11363978893866,981132.5400827908,376900.0,345300.0,126.839,1.979,1.3173722132921152e-08
5259.0,374996.560749,345934.545657,125.45142273311284,981134.614677644,374800.0,346000.0,125.672,1.985,9.8602210884313e-09
5260.0,373934.538092,348913.279291,124.0,981139.8389638852,373800.0,349000.0,123.525,1.98,9.889546856884495e-09
5261.0,370050.689532,349817.909695,126.433148079248,981143.485502042,369800.0,350000.0,124.347,1.991,9.845965861193025e-09
5262.0,372481.91638,345038.44493099995,127.05898887616786,981135.2134480284,372800.0,345000.0,130.629,1.994,9.812950455376277e-09
5263.0,381801.365764,343403.796648,128.00039316774365,981128.239283002,381800.0,343000.0,131.136,1.967,9.920057365915248e-09
5264.0,383037.416594,343817.46892,137.89401699454754,981128.6664377936,382800.0,344000.0,129.833,1.962,9.94666390831059e-09
5265.0,380058.186648,340373.199546,131.45975928973348,981123.8833304306,379900.0,340300.0,131.394,1.98,1.3133349479868804e-08
5266.0,383426.31886,340932.010117,130.73131894429025,981124.566697716,383800.0,341000.0,130.834,1.964,9.912667735639339e-09
5267.0,382162.785749,337850.009862,134.6853063751613,981119.8358796804,382100.0,337900.0,135.012,1.977,1.3128423937587193e-08
5268.0,385626.90513,335903.627294,148.0,981117.140412246,385800.0,336000.0,147.096,1.966,9.8681509711979e-09
5269.0,382448.199035,335228.627318,139.0,981116.2264383456,382500.0,335100.0,141.558,1.98,1.307987470759599e-08
5270.0,385513.640057,334077.734148,149.6052852981738,981114.1269132826,385800.0,334000.0,150.584,1.97,9.838716069621208e-09
5271.0,383075.264256,339102.798447,133.0,981121.5675421044,382800.0,339000.0,134.01,1.972,9.874544166622127e-09
5272.0,360293.467313,341588.922948,139.0,981151.7852881034,360300.0,341500.0,139.127,2.048,1.2775455894719524e-08
5273.0,358719.419844,346401.908805,131.99192038325404,981156.2337538908,358700.0,346300.0,131.207,2.039,1.2839710187090561e-08
5301.0,386598.020559,347641.626427,150.00017449611914,981133.816162378,386700.0,347700.0,148.758,1.941,1.3409700659842047e-08
5303.0,386021.167753,348994.190689,143.03878476315913,981135.3045984944,385800.0,349000.0,138.833,1.941,1.006642265860387e-08
