ID,Xp,Yp,Hp,g,X,Y,Hnorm,Z,TCR
4615.0,347987.693256,330719.651687,184.9538707730787,981145.4271971562,347300.0,330500.0,181.743,2.113,6.6454703235340096e-06
4616.0,345961.687474,330879.245656,180.1737312743935,981143.3041193187,345300.0,330500.0,182.747,2.118,7.631997361858278e-06
4617.0,344614.741784,331548.75744,223.6771983453746,981140.0704475323,344300.0,330500.0,198.0,2.12,1.337775475490665e-05
4618.0,341835.087422,334663.030723,239.1133363757399,981118.3872974288,341300.0,334500.0,273.022,2.116,5.1097481316020394e-06
4619.0,340193.648748,336599.458036,445.7381508958224,981109.3655173548,340300.0,335500.0,395.977,2.116,9.737478259866658e-06
4620.0,340826.737375,336035.315313,314.7797026812041,981112.1480341431,340300.0,335500.0,395.977,2.116,7.774749740898812e-06
4621.0,339121.275336,334185.49886,419.0,981096.436807515,338300.0,333500.0,384.642,2.124,1.1065983962013262e-05
4622.0,339543.817449,333836.523953,357.3162059425488,981099.6127572475,339300.0,333500.0,334.395,2.122,4.26695613640389e-06
4623.0,345234.526017,337065.818469,158.5539832346749,981148.8446301869,344300.0,336500.0,169.546,2.107,1.468614890376771e-05
4624.0,345221.348129,335116.765632,202.3537237689221,981147.1882658622,344300.0,334500.0,294.505,2.111,1.5052718053251034e-05
4625.0,338516.438812,330227.084395,287.4937622364907,981111.3370902485,338300.0,330500.0,306.0,2.131,-1.5677760497486856e-07
4626.0,339851.021208,334287.2676,384.1867804213159,981099.364730085,339300.0,333500.0,334.395,2.122,9.839566501886396e-06
4627.0,342128.089926,332303.731493,305.0798771403715,981124.2727233322,341300.0,331500.0,299.554,2.123,1.1978197025612272e-05
4628.0,342764.281084,334338.883815,204.0689711776977,981127.7457360947,342300.0,333500.0,254.123,2.117,9.561426433520274e-06
4629.0,341693.815022,330916.479787,251.8791445910186,981123.7672808848,341300.0,330500.0,253.755,2.125,5.946565885637387e-06
4630.0,345098.349393,342951.112137,149.7711066750984,981146.25602597,344300.0,342500.0,151.56,2.09,9.182038901494776e-06
4631.0,348464.114788,345982.675359,146.3775344590504,981152.6855514332,348300.0,345500.0,147.0,2.071,4.759330194695857e-06
4632.0,343563.981029,343138.701292,157.2649148836099,981144.0656725913,343300.0,342500.0,154.0,2.092,6.635759093724848e-06
4633.0,344797.059093,348991.892569,149.6959341837101,981153.6798818527,344300.0,348500.0,154.251,2.071,7.272553779080902e-06
4634.0,340345.219067,345675.700782,150.9828782907245,981143.645225813,340300.0,344500.0,156.616,2.091,1.1946548957883329e-05
4635.0,343360.071646,344449.411694,152.0,981145.0839800151,343300.0,343500.0,154.751,2.088,9.89166297634932e-06
4636.0,341533.03175,341361.565199,151.8717079566191,981138.5945057138,341300.0,340500.0,153.755,2.102,1.072289750651518e-05
4637.0,347726.4331980001,345960.437652,143.3600670519118,981151.8128982685,347300.0,345500.0,144.725,2.074,6.522671940571968e-06
4638.0,343852.607572,346473.173631,155.331222372691,981148.6236197851,343300.0,345500.0,151.547,2.082,1.869127880389817e-05
4639.0,345231.95539,347679.56609,161.0802834354581,981152.2325671506,345300.0,346500.0,147.747,2.075,1.0892276311870103e-05
4640.0,345860.55559,346938.563611,150.0954450693662,981151.3710187301,345300.0,346500.0,147.747,2.075,7.348745836215594e-06
4641.0,346305.07531,346007.957453,142.0,981150.5093496027,345300.0,345500.0,150.747,2.078,1.8546259921809904e-05
4642.0,339466.036872,340579.970156,161.4564141622242,981130.8299173326,339300.0,339500.0,184.183,2.108,1.2199361710090981e-05
4643.0,341354.613331,340717.763572,153.0,981138.8870632087,340300.0,340500.0,157.938,2.104,9.344799512560546e-06
4644.0,338775.387454,340942.047492,161.4564235799699,981128.9739892372,338300.0,340500.0,163.762,2.107,6.737244433875378e-06
4645.0,336654.277688,341932.588466,183.1072567976714,981127.8563933156,336300.0,341500.0,175.766,2.106,5.779270655240696e-06
4646.0,341768.087729,343436.317267,166.139248551759,981140.6591255919,341300.0,342500.0,154.823,2.095,1.3757692972528446e-05
4647.0,340805.715045,342443.461058,155.0,981137.2695523126,340300.0,341500.0,155.821,2.1,1.774210938082705e-05
4648.0,337088.565989,341586.403459,165.3618157303578,981127.9523924517,337300.0,340500.0,167.362,2.108,6.412842121666339e-06
4649.0,341596.154578,337961.307053,202.098042720896,981130.6082381926,341300.0,337500.0,255.749,2.109,5.549248814787333e-06
4650.0,345513.810598,339648.3875559999,150.0,981149.89933563,345300.0,338500.0,152.693,2.1,1.3364750843796005e-05
4651.0,342382.594441,338754.234132,166.2489356900965,981139.5979938345,341300.0,338500.0,212.31,2.107,1.3083758852801926e-05
4652.0,344493.407236,336646.795766,166.5181547459647,981146.2425370493,344300.0,335500.0,173.251,2.109,1.31501448270145e-05
4654.0,349424.855197,342434.60395,151.0,981153.2509160447,349300.0,341500.0,152.0,2.081,7.804373840848494e-06
4655.0,349129.261834,344555.848579,148.0,981153.5271386837,349300.0,343500.0,150.739,2.075,6.523887753488286e-06
4656.0,346629.082979,341140.656191,152.0,981149.1812624026,346300.0,340500.0,151.209,2.092,7.132287161092515e-06
4657.0,346530.702084,341879.569169,152.0,981148.550253809,346300.0,341500.0,149.103,2.089,4.488566232630627e-06
4658.0,344507.552762,337807.999115,158.1947184641067,981148.5076423422,344300.0,337500.0,160.936,2.104,3.788245513866222e-06
4659.0,346895.131818,338684.845202,151.0,981152.4529592756,346300.0,338500.0,152.0,2.098,5.723986824657149e-06
4660.0,344102.804451,341758.782048,152.7386487835465,981145.3144557711,343300.0,341500.0,150.492,2.095,7.799433483211314e-06
4661.0,343125.034621,343067.782985,155.3301362638338,981143.2948145727,342300.0,342500.0,153.867,2.093,1.0236217525610575e-05
4662.0,338122.365747,339050.462746,197.2137093915093,981117.6648947084,337300.0,338500.0,199.818,2.113,1.0079110826059717e-05
4663.0,341540.52751,340029.935285,166.3697272692407,981137.5617694407,341300.0,339500.0,177.245,2.105,5.6575852644756596e-06
4664.0,338888.714134,338987.305788,191.0,981119.562035667,338300.0,338500.0,211.382,2.112,7.895071981934927e-06
4665.0,337131.179413,336425.509443,293.2845377175618,981093.7017024553,337300.0,335500.0,414.573,2.12,7.409061194694072e-06
4666.0,339093.83879,336296.257325,559.11010571473,981100.1528387696,338300.0,335500.0,643.0,2.119,1.1648480596696724e-05
4667.0,344014.255894,342269.399699,152.1789365965342,981144.843053727,343300.0,341500.0,150.492,2.095,1.0904090316044324e-05
4668.0,339493.596384,335060.536109,518.0,981097.9051474943,339300.0,334500.0,452.967,2.12,5.557624731083089e-06
