ID,NG,EG,H,g,B,L,delta_gh,go_prim,delta_go_prim,delta_gB,g0e,delta_g0e,TCR,delta_gB_TCR,g0'',delta_g0''
1384,320704.92315,353648.931404,177.0,981139.5420530756,51.02166236184829,16.44269799008434,54.6222,981194.1642530756,1961662.6812226092,56.60093433,981196.1429874056,727.6260178718949,6.976096055339953e-08,52.643465739760956,981192.1855188154,723.6685492816614
1384,320704.92315,353648.931404,177.0,981139.5420530756,51.02166236184829,16.44269799008434,54.6222,981194.1642530756,1961662.6812226092,56.60093433,981196.1429874056,727.6260178718949,7.293191330582677e-08,52.64346574293191,981192.1855188186,723.6685492848046
1389,322414.682888,357430.626726,168.3847522301403,981145.9602186177,51.05617685820913,16.46520402445087,51.96353453822129,981197.9237531559,1961845.3258965835,53.84595651498017,981199.8061751326,552.4040317051113,7.610286605825405e-08,50.08111263756527,981196.0413312552,548.6391878277063
1389,322414.682888,357430.626726,168.3847522301403,981145.9602186177,51.05617685820913,16.46520402445087,51.96353453822129,981197.9237531559,1961845.3258965835,53.84595651498017,981199.8061751326,552.4040317051113,7.92738188106813e-08,50.08111264073622,981196.0413312585,548.639187830966
1389,322414.682888,357430.626726,168.3847522301403,981145.9602186177,51.05617685820913,16.46520402445087,51.96353453822129,981197.9237531559,1961845.3258965835,53.84595651498017,981199.8061751326,552.4040317051113,8.244477156310855e-08,50.081112643907176,981196.0413312616,548.6391878341092
1389,322414.682888,357430.626726,168.3847522301403,981145.9602186177,51.05617685820913,16.46520402445087,51.96353453822129,981197.9237531559,1961845.3258965835,53.84595651498017,981199.8061751326,552.4040317051113,8.56157243155358e-08,50.08111264707813,981196.0413312648,548.6391878372524
1389,322414.682888,357430.626726,168.3847522301403,981145.9602186177,51.05617685820913,16.46520402445087,51.96353453822129,981197.9237531559,1961845.3258965835,53.84595651498017,981199.8061751326,552.4040317051113,8.878667706796304e-08,50.08111265024908,981196.0413312679,548.6391878403956
1390,323280.117759,359607.49237,163.297436428722,981148.8495545547,51.07600609801238,16.47647999155548,50.393588881903604,981199.2431434366,1961949.4383981996,52.21913827999685,981201.0686928347,450.87343807157595,9.195762982039029e-08,48.56803957576799,981197.4175941305,447.2223393673776
1390,323280.117759,359607.49237,163.297436428722,981148.8495545547,51.07600609801238,16.47647999155548,50.393588881903604,981199.2431434366,1961949.4383981996,52.21913827999685,981201.0686928347,450.87343807157595,9.512858257281754e-08,48.568039578938944,981197.4175941336,447.2223393705208
1390,323280.117759,359607.49237,163.297436428722,981148.8495545547,51.07600609801238,16.47647999155548,50.393588881903604,981199.2431434366,1961949.4383981996,52.21913827999685,981201.0686928347,450.87343807157595,9.829953532524479e-08,48.5680395821099,981197.4175941368,447.222339373664
1390,323280.117759,359607.49237,163.297436428722,981148.8495545547,51.07600609801238,16.47647999155548,50.393588881903604,981199.2431434366,1961949.4383981996,52.21913827999685,981201.0686928347,450.87343807157595,1.0147048807767207e-07,48.56803958528085,981197.4175941399,447.2223393768072
1803,329760.429319,358273.286758,154.5342173368734,981149.1727909974,51.06597579094996,16.56955499557007,47.68925947015913,981196.8620504676,1961895.0742563256,49.416842300691066,981198.5896332981,500.37742744002026,1.0464144083009931e-07,45.96167674426864,981195.1344677417,496.9222618836211
1803,329760.429319,358273.286758,154.5342173368734,981149.1727909974,51.06597579094996,16.56955499557007,47.68925947015913,981196.8620504676,1961895.0742563256,49.416842300691066,981198.5896332981,500.37742744002026,1.0781239358252656e-07,45.96167674743958,981195.1344677449,496.9222618867643
1803,329760.429319,358273.286758,154.5342173368734,981149.1727909974,51.06597579094996,16.56955499557007,47.68925947015913,981196.8620504676,1961895.0742563256,49.416842300691066,981198.5896332981,500.37742744002026,1.1098334633495381e-07,45.961676750610536,981195.134467748,496.92226188990753
1803,329760.429319,358273.286758,154.5342173368734,981149.1727909974,51.06597579094996,16.56955499557007,47.68925947015913,981196.8620504676,1961895.0742563256,49.416842300691066,981198.5896332981,500.37742744002026,1.1415429908738106e-07,45.96167675378149,981195.1344677513,496.92226189316716
1804,331444.596941,356265.881982,155.9831105006337,981149.8426138269,51.04843215583777,16.59451189633423,48.136387900495556,981197.9790017273,1961805.2174913068,49.880168327884185,981199.7227821547,592.4842925751582,1.1732525183980831e-07,46.39260759043218,981196.2352214173,588.9967318377458
1804,331444.596941,356265.881982,155.9831105006337,981149.8426138269,51.04843215583777,16.59451189633423,48.136387900495556,981197.9790017273,1961805.2174913068,49.880168327884185,981199.7227821547,592.4842925751582,1.2049620459223556e-07,46.39260759360313,981196.2352214204,588.996731840889
1804,331444.596941,356265.881982,155.9831105006337,981149.8426138269,51.04843215583777,16.59451189633423,48.136387900495556,981197.9790017273,1961805.2174913068,49.880168327884185,981199.7227821547,592.4842925751582,1.2366715734466282e-07,46.392607596774084,981196.2352214237,588.9967318441486
1804,331444.596941,356265.881982,155.9831105006337,981149.8426138269,51.04843215583777,16.59451189633423,48.136387900495556,981197.9790017273,1961805.2174913068,49.880168327884185,981199.7227821547,592.4842925751582,1.2683811009709008e-07,46.39260759994504,981196.2352214268,588.9967318472918
1804,331444.596941,356265.881982,155.9831105006337,981149.8426138269,51.04843215583777,16.59451189633423,48.136387900495556,981197.9790017273,1961805.2174913068,49.880168327884185,981199.7227821547,592.4842925751582,1.3000906284951734e-07,46.39260760311599,981196.23522143,588.996731850435
1805,331645.404432,357526.134054,158.3507657691734,981151.5964972659,51.05981721374374,16.5967884604755,48.86704631636691,981200.4635435822,1961866.7436553827,50.637295448622574,981202.2337927144,535.9536809141282,1.331800156019446e-07,47.09679731729126,981198.6932945831,532.4131827828242
1805,331645.404432,357526.134054,158.3507657691734,981151.5964972659,51.05981721374374,16.5967884604755,48.86704631636691,981200.4635435822,1961866.7436553827,50.637295448622574,981202.2337927144,535.9536809141282,1.3635096835437187e-07,47.096797320462215,981198.6932945863,532.4131827859674
1805,331645.404432,357526.134054,158.3507657691734,981151.5964972659,51.05981721374374,16.5967884604755,48.86704631636691,981200.4635435822,1961866.7436553827,50.637295448622574,981202.2337927144,535.9536809141282,1.3952192110679913e-07,47.09679732363317,981198.6932945895,532.413182789227
1805,331645.404432,357526.134054,158.3507657691734,981151.5964972659,51.05981721374374,16.5967884604755,48.86704631636691,981200.4635435822,1961866.7436553827,50.637295448622574,981202.2337927144,535.9536809141282,1.426928738592264e-07,47.09679732680412,981198.6932945927,532.4131827923702
1805,331645.404432,357526.134054,158.3507657691734,981151.5964972659,51.05981721374374,16.5967884604755,48.86704631636691,981200.4635435822,1961866.7436553827,50.637295448622574,981202.2337927144,535.9536809141282,1.4586382661165365e-07,47.096797329975075,981198.6932945958,532.4131827955134
1806,331045.708092,355196.291046,160.0480071098613,981147.0146307198,51.03870231574732,16.58932390162878,49.39081499410319,981196.4054457139,1961753.1948274514,51.18003807950639,981198.1946687993,641.4052870617015,1.4903477936408092e-07,47.60159205773477,981194.6162227775,637.8268410399323
1806,331045.708092,355196.291046,160.0480071098613,981147.0146307198,51.03870231574732,16.58932390162878,49.39081499410319,981196.4054457139,1961753.1948274514,51.18003807950639,981198.1946687993,641.4052870617015,1.522057321165081e-07,47.601592060905716,981194.6162227807,637.8268410430755
1806,331045.708092,355196.291046,160.0480071098613,981147.0146307198,51.03870231574732,16.58932390162878,49.39081499410319,981196.4054457139,1961753.1948274514,51.18003807950639,981198.1946687993,641.4052870617015,1.5537668486893536e-07,47.60159206407667,981194.6162227838,637.8268410462188
1806,331045.708092,355196.291046,160.0480071098613,981147.0146307198,51.03870231574732,16.58932390162878,49.39081499410319,981196.4054457139,1961753.1948274514,51.18003807950639,981198.1946687993,641.4052870617015,1.5854763762136262e-07,47.60159206724762,981194.6162227871,637.8268410494784
1807,333674.155209,356632.653892,157.2119190086934,981155.1637306141,51.05237876433612,16.62613234539974,48.51559820608278,981203.6793288202,1961831.3846223846,50.27311584013747,981205.4368464543,577.7315528899198,1.6171859037378988e-07,46.758080733746674,981201.9218113478,574.2165177834686
1807,333674.155209,356632.653892,157.2119190086934,981155.1637306141,51.05237876433612,16.62613234539974,48.51559820608278,981203.6793288202,1961831.3846223846,50.27311584013747,981205.4368464543,577.7315528899198,1.6488954312621715e-07,46.75808073691763,981201.9218113511,574.2165177867282
1807,333674.155209,356632.653892,157.2119190086934,981155.1637306141,51.05237876433612,16.62613234539974,48.51559820608278,981203.6793288202,1961831.3846223846,50.27311584013747,981205.4368464543,577.7315528899198,1.680604958786444e-07,46.75808074008858,981201.9218113542,574.2165177898714
1807,333674.155209,356632.653892,157.2119190086934,981155.1637306141,51.05237876433612,16.62613234539974,48.51559820608278,981203.6793288202,1961831.3846223846,50.27311584013747,981205.4368464543,577.7315528899198,1.7123144863107167e-07,46.758080743259534,981201.9218113574,574.2165177930146
1807,333674.155209,356632.653892,157.2119190086934,981155.1637306141,51.05237876433612,16.62613234539974,48.51559820608278,981203.6793288202,1961831.3846223846,50.27311584013747,981205.4368464543,577.7315528899198,1.7440240138349893e-07,46.75808074643049,981201.9218113605,574.2165177961579
1808,332491.964496,355789.397339,164.8738288286895,981151.3014122166,51.04445640599341,16.60966565806114,50.88006357653358,981202.1814757931,1961788.8035604232,52.72323592241986,981204.024648139,617.4025635089492,1.7757335413592611e-07,49.036891408220654,981200.3383036249,613.716218994814
1808,332491.964496,355789.397339,164.8738288286895,981151.3014122166,51.04445640599341,16.60966565806114,50.88006357653358,981202.1814757931,1961788.8035604232,52.72323592241986,981204.024648139,617.4025635089492,1.8074430688835338e-07,49.03689141139161,981200.338303628,613.7162189979572
1808,332491.964496,355789.397339,164.8738288286895,981151.3014122166,51.04445640599341,16.60966565806114,50.88006357653358,981202.1814757931,1961788.8035604232,52.72323592241986,981204.024648139,617.4025635089492,1.8391525964078064e-07,49.03689141456256,981200.3383036312,613.7162190011004
1808,332491.964496,355789.397339,164.8738288286895,981151.3014122166,51.04445640599341,16.60966565806114,50.88006357653358,981202.1814757931,1961788.8035604232,52.72323592241986,981204.024648139,617.4025635089492,1.870862123932079e-07,49.036891417733514,981200.3383036343,613.7162190042436
1809,334029.567793,354928.144245,159.0,981153.120284189,51.03716246380723,16.63198189329447,49.0674,981202.1876841891,1961750.9950488093,50.84490711,981203.965191299,655.1578266785946,1.9025716514563516e-07,47.289893080257166,981200.4101772693,651.6028126488673
1809,334029.567793,354928.144245,159.0,981153.120284189,51.03716246380723,16.63198189329447,49.0674,981202.1876841891,1961750.9950488093,50.84490711,981203.965191299,655.1578266785946,1.9342811789806242e-07,47.28989308342811,981200.4101772724,651.6028126520105
1809,334029.567793,354928.144245,159.0,981153.120284189,51.03716246380723,16.63198189329447,49.0674,981202.1876841891,1961750.9950488093,50.84490711,981203.965191299,655.1578266785946,1.965990706504897e-07,47.289893086599065,981200.4101772757,651.6028126552701
1809,334029.567793,354928.144245,159.0,981153.120284189,51.03716246380723,16.63198189329447,49.0674,981202.1876841891,1961750.9950488093,50.84490711,981203.965191299,655.1578266785946,1.9977002340291695e-07,47.28989308977002,981200.4101772788,651.6028126584133
1810,335777.402596,354574.892432,161.0,981156.9652632623,51.03449001906463,16.65705725585276,49.684599999999996,981206.6498632623,1961741.606175614,51.48446568999999,981208.4497289523,673.4934166005114,2.0294097615534413e-07,47.88473451294097,981204.8499977752,669.8936854234198
1810,335777.402596,354574.892432,161.0,981156.9652632623,51.03449001906463,16.65705725585276,49.684599999999996,981206.6498632623,1961741.606175614,51.48446568999999,981208.4497289523,673.4934166005114,2.061119289077714e-07,47.884734516111926,981204.8499977784,669.8936854266794
1810,335777.402596,354574.892432,161.0,981156.9652632623,51.03449001906463,16.65705725585276,49.684599999999996,981206.6498632623,1961741.606175614,51.48446568999999,981208.4497289523,673.4934166005114,2.0928288166019866e-07,47.88473451928288,981204.8499977816,669.8936854298227
1810,335777.402596,354574.892432,161.0,981156.9652632623,51.03449001906463,16.65705725585276,49.684599999999996,981206.6498632623,1961741.606175614,51.48446568999999,981208.4497289523,673.4934166005114,2.1245383441262592e-07,47.88473452245383,981204.8499977847,669.8936854329659
1810,335777.402596,354574.892432,161.0,981156.9652632623,51.03449001906463,16.65705725585276,49.684599999999996,981206.6498632623,1961741.606175614,51.48446568999999,981208.4497289523,673.4934166005114,2.1562478716505318e-07,47.884734525624786,981204.8499977879,669.8936854361091
1811,334850.243705,354047.922853,157.0,981153.3141730276,51.02948802187281,16.64408180623681,48.450199999999995,981201.7643730276,1961710.803472363,50.205348529999995,981203.5195215576,694.4804222221719,2.1879573991748044e-07,46.695051688795736,981200.0092247165,690.9701253810199
1811,334850.243705,354047.922853,157.0,981153.3141730276,51.02948802187281,16.64408180623681,48.450199999999995,981201.7643730276,1961710.803472363,50.205348529999995,981203.5195215576,694.4804222221719,2.219666926699077e-07,46.69505169196669,981200.0092247196,690.9701253841631
1811,334850.243705,354047.922853,157.0,981153.3141730276,51.02948802187281,16.64408180623681,48.450199999999995,981201.7643730276,1961710.803472363,50.205348529999995,981203.5195215576,694.4804222221719,2.2513764542233497e-07,46.69505169513764,981200.0092247227,690.9701253873063
1811,334850.243705,354047.922853,157.0,981153.3141730276,51.02948802187281,16.64408180623681,48.450199999999995,981201.7643730276,1961710.803472363,50.205348529999995,981203.5195215576,694.4804222221719,2.2830859817476215e-07,46.695051698308596,981200.009224726,690.970125390566
1812,338159.264701,358122.728587,145.0,981168.8761792069,51.06705336564826,16.68942225145552,44.747,981213.6231792069,1961917.421681814,46.36799705,981215.2441762569,511.4456736498978,2.314795509271894e-07,43.126003181479554,981212.0021823883,508.2036797812907
1812,338159.264701,358122.728587,145.0,981168.8761792069,51.06705336564826,16.68942225145552,44.747,981213.6231792069,1961917.421681814,46.36799705,981215.2441762569,511.4456736498978,2.3465050367961667e-07,43.12600318465051,981212.0021823916,508.20367978455033
1812,338159.264701,358122.728587,145.0,981168.8761792069,51.06705336564826,16.68942225145552,44.747,981213.6231792069,1961917.421681814,46.36799705,981215.2441762569,511.4456736498978,2.3782145643204393e-07,43.12600318782145,981212.0021823947,508.20367978769355
1812,338159.264701,358122.728587,145.0,981168.8761792069,51.06705336564826,16.68942225145552,44.747,981213.6231792069,1961917.421681814,46.36799705,981215.2441762569,511.4456736498978,2.4099240918447117e-07,43.12600319099241,981212.0021823979,508.20367979083676
1813,340075.444167,357721.063571,140.8586367833013,981171.3178854418,51.06398057757972,16.71693357458492,43.46897531132678,981214.7868607532,1961902.6548034218,45.04367486093197,981216.3615603028,528.4936176340561,2.4416336193689843e-07,41.89427600588495,981213.2121614477,525.344218779006
1813,340075.444167,357721.063571,140.8586367833013,981171.3178854418,51.06398057757972,16.71693357458492,43.46897531132678,981214.7868607532,1961902.6548034218,45.04367486093197,981216.3615603028,528.4936176340561,2.473343146893257e-07,41.8942760090559,981213.2121614509,525.3442187821493
1813,340075.444167,357721.063571,140.8586367833013,981171.3178854418,51.06398057757972,16.71693357458492,43.46897531132678,981214.7868607532,1961902.6548034218,45.04367486093197,981216.3615603028,528.4936176340561,2.5050526744175296e-07,41.894276012226854,981213.212161454,525.3442187852925
1813,340075.444167,357721.063571,140.8586367833013,981171.3178854418,51.06398057757972,16.71693357458492,43.46897531132678,981214.7868607532,1961902.6548034218,45.04367486093197,981216.3615603028,528.4936176340561,2.5367622019418016e-07,41.89427601539781,981213.2121614572,525.3442187884357
1814,340243.927222,354403.44178,140.0,981164.8640687853,51.03420874342154,16.72080150413664,43.204,981208.0680687854,1961741.5667068881,44.7691006,981209.6331693854,676.134531282587,2.568471729466074e-07,41.63889965684717,981206.5029684422,673.0043303393759
1814,340243.927222,354403.44178,140.0,981164.8640687853,51.03420874342154,16.72080150413664,43.204,981208.0680687854,1961741.5667068881,44.7691006,981209.6331693854,676.134531282587,2.600181256990347e-07,41.638899660018126,981206.5029684453,673.0043303425191
1814,340243.927222,354403.44178,140.0,981164.8640687853,51.03420874342154,16.72080150413664,43.204,981208.0680687854,1961741.5667068881,44.7691006,981209.6331693854,676.134531282587,2.6318907845146195e-07,41.63889966318908,981206.5029684486,673.0043303457787
1814,340243.927222,354403.44178,140.0,981164.8640687853,51.03420874342154,16.72080150413664,43.204,981208.0680687854,1961741.5667068881,44.7691006,981209.6331693854,676.134531282587,2.663600312038892e-07,41.63889966636003,981206.5029684517,673.0043303489219
1814,340243.927222,354403.44178,140.0,981164.8640687853,51.03420874342154,16.72080150413664,43.204,981208.0680687854,1961741.5667068881,44.7691006,981209.6331693854,676.134531282587,2.695309839563165e-07,41.638899669530986,981206.5029684548,673.0043303520652
1815,335902.822277,357117.548486,154.4032145652535,981162.1387612171,51.05737826361661,16.65769214275179,47.64883201483723,981209.787593232,1961863.4200659636,49.37495032739442,981211.5137115446,557.88123881293,2.7270193670874374e-07,45.92271397498198,981208.0614751921,554.4290024604416
1815,335902.822277,357117.548486,154.4032145652535,981162.1387612171,51.05737826361661,16.65769214275179,47.64883201483723,981209.787593232,1961863.4200659636,49.37495032739442,981211.5137115446,557.88123881293,2.75872889461171e-07,45.922713978152935,981208.0614751952,554.4290024635848
1815,335902.822277,357117.548486,154.4032145652535,981162.1387612171,51.05737826361661,16.65769214275179,47.64883201483723,981209.787593232,1961863.4200659636,49.37495032739442,981211.5137115446,557.88123881293,2.790438422135982e-07,45.92271398132388,981208.0614751985,554.4290024668444
1815,335902.822277,357117.548486,154.4032145652535,981162.1387612171,51.05737826361661,16.65769214275179,47.64883201483723,981209.787593232,1961863.4200659636,49.37495032739442,981211.5137115446,557.88123881293,2.8221479496602547e-07,45.922713984494834,981208.0614752016,554.4290024699876
1816,334899.458375,358876.185376,159.990964897348,981161.0395140721,51.07289621107321,16.64258002229883,49.373211767321585,981210.4127258394,1961944.494825564,51.16179716128886,981212.2013112335,478.11921150877606,2.8538574771845273e-07,47.584626658740056,981208.6241407308,474.5420410061488
1816,334899.458375,358876.185376,159.990964897348,981161.0395140721,51.07289621107321,16.64258002229883,49.373211767321585,981210.4127258394,1961944.494825564,51.16179716128886,981212.2013112335,478.11921150877606,2.8855670047088e-07,47.58462666191101,981208.6241407341,474.5420410094084
1816,334899.458375,358876.185376,159.990964897348,981161.0395140721,51.07289621107321,16.64258002229883,49.373211767321585,981210.4127258394,1961944.494825564,51.16179716128886,981212.2013112335,478.11921150877606,2.9172765322330726e-07,47.58462666508196,981208.6241407372,474.54204101255164
1816,334899.458375,358876.185376,159.990964897348,981161.0395140721,51.07289621107321,16.64258002229883,49.373211767321585,981210.4127258394,1961944.494825564,51.16179716128886,981212.2013112335,478.11921150877606,2.948986059757345e-07,47.584626668252916,981208.6241407404,474.54204101569485
1818,340177.516608,359098.4822869999,134.2286160606091,981173.1623623774,51.07638919067389,16.71778039847589,41.42295091630397,981214.5853132937,1961966.7651679874,42.92353154154417,981216.085893919,463.9060392254032,2.980695587281618e-07,39.92237058913332,981213.0847329665,460.9048782729078
1818,340177.516608,359098.4822869999,134.2286160606091,981173.1623623774,51.07638919067389,16.71778039847589,41.42295091630397,981214.5853132937,1961966.7651679874,42.92353154154417,981216.085893919,463.9060392254032,3.0124051148058904e-07,39.922370592304276,981213.0847329696,460.904878276051
1818,340177.516608,359098.4822869999,134.2286160606091,981173.1623623774,51.07638919067389,16.71778039847589,41.42295091630397,981214.5853132937,1961966.7651679874,42.92353154154417,981216.085893919,463.9060392254032,3.044114642330162e-07,39.92237059547523,981213.0847329729,460.90487827931065
1818,340177.516608,359098.4822869999,134.2286160606091,981173.1623623774,51.07638919067389,16.71778039847589,41.42295091630397,981214.5853132937,1961966.7651679874,42.92353154154417,981216.085893919,463.9060392254032,3.0758241698544346e-07,39.92237059864618,981213.084732976,460.90487828245386
1818,340177.516608,359098.4822869999,134.2286160606091,981173.1623623774,51.07638919067389,16.71778039847589,41.42295091630397,981214.5853132937,1961966.7651679874,42.92353154154417,981216.085893919,463.9060392254032,3.107533697378707e-07,39.922370601817136,981213.0847329792,460.9048782855971
1820,327984.912888,357219.321143,153.0,981146.7817195356,51.05597440130324,16.54473277511397,47.215799999999994,981193.9975195356,1961840.349738175,48.926231369999996,981195.7079509055,549.3557322660927,3.13924322490298e-07,45.50536894392432,981192.2870884795,545.9348698400427
1820,327984.912888,357219.321143,153.0,981146.7817195356,51.05597440130324,16.54473277511397,47.215799999999994,981193.9975195356,1961840.349738175,48.926231369999996,981195.7079509055,549.3557322660927,3.1709527524272525e-07,45.50536894709527,981192.2870884826,545.9348698431859
1820,327984.912888,357219.321143,153.0,981146.7817195356,51.05597440130324,16.54473277511397,47.215799999999994,981193.9975195356,1961840.349738175,48.926231369999996,981195.7079509055,549.3557322660927,3.202662279951525e-07,45.505368950266224,981192.2870884859,545.9348698464455
1820,327984.912888,357219.321143,153.0,981146.7817195356,51.05597440130324,16.54473277511397,47.215799999999994,981193.9975195356,1961840.349738175,48.926231369999996,981195.7079509055,549.3557322660927,3.2343718074757977e-07,45.50536895343717,981192.287088489,545.9348698495887
1821,330870.487622,353526.194028,169.0,981144.4603324824,51.02364129623792,16.58760597666091,52.1534,981196.6137324823,1961675.3744662215,54.04270001,981198.5030324924,719.7422987531172,3.2660813350000703e-07,50.26410031660813,981194.7244327989,715.9636990596773
1821,330870.487622,353526.194028,169.0,981144.4603324824,51.02364129623792,16.58760597666091,52.1534,981196.6137324823,1961675.3744662215,54.04270001,981198.5030324924,719.7422987531172,3.297790862524342e-07,50.26410031977908,981194.7244328022,715.9636990629369
1821,330870.487622,353526.194028,169.0,981144.4603324824,51.02364129623792,16.58760597666091,52.1534,981196.6137324823,1961675.3744662215,54.04270001,981198.5030324924,719.7422987531172,3.3295003900486145e-07,50.264100322950036,981194.7244328053,715.9636990660802
1821,330870.487622,353526.194028,169.0,981144.4603324824,51.02364129623792,16.58760597666091,52.1534,981196.6137324823,1961675.3744662215,54.04270001,981198.5030324924,719.7422987531172,3.361209917572887e-07,50.26410032612099,981194.7244328085,715.9636990692234
1821,330870.487622,353526.194028,169.0,981144.4603324824,51.02364129623792,16.58760597666091,52.1534,981196.6137324823,1961675.3744662215,54.04270001,981198.5030324924,719.7422987531172,3.3929194450971597e-07,50.26410032929194,981194.7244328116,715.9636990723666
1821,330870.487622,353526.194028,169.0,981144.4603324824,51.02364129623792,16.58760597666091,52.1534,981196.6137324823,1961675.3744662215,54.04270001,981198.5030324924,719.7422987531172,3.4246289726214324e-07,50.264100332462895,981194.7244328149,715.9636990756262
